2022/07/14 13:46:50 pMyThingName = Thing_cardWriterV2_1d556f0a-828c-4762-91fb-dc47119380ea
2022/07/14 13:48:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:36 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:38 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:42 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:47 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:52 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:53 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:55 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:48:59 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:03 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:04 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:07 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:09 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:10 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:12 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:14 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:15 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:16 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:18 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:20 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:21 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:24 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:26 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:27 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:29 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:31 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:32 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:38 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:52 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:55 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:49:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:02 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:03 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:07 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:08 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:09 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:12 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:13 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:14 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:15 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:18 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:19 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:20 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:24 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:25 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:26 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:29 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:30 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:31 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:32 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:36 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:42 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:47 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:52 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:53 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:50:59 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:02 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:03 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:04 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:08 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:09 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:10 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:13 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:14 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:15 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:16 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:19 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:20 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:21 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:25 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:26 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:27 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:30 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:31 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:32 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:36 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:38 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:42 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:47 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:53 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:55 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:51:59 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:03 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:04 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:07 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:09 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:10 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:12 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:13 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:15 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:16 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:18 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:20 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:21 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:24 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:26 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:27 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:29 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:31 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:32 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:38 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:42 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:53 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:55 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:52:59 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:02 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:04 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:07 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:08 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:10 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:12 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:13 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:15 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:16 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:18 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:19 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:21 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:24 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:25 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:27 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:29 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:30 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:32 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:36 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:38 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:43 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:47 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:49 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:52 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:55 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:53:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:00 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:02 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:03 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:05 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:06 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:07 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:08 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:09 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:11 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:12 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:13 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:14 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:16 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:17 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:18 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:19 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:20 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:22 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:23 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:24 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:25 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:27 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:28 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:29 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:30 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:31 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:33 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:34 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:35 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:36 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:37 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:39 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:40 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:41 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:42 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:44 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:45 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:46 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:47 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:48 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:50 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:51 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:52 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:53 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:54 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:56 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:57 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:58 mqttClient.clientStatus.clientState = 3
2022/07/14 13:54:59 mqttClient.clientStatus.clientState = 3
2022/07/14 13:55:01 mqttClient.clientStatus.clientState = 3
2022/07/14 13:55:02 mqttClient.clientStatus.clientState = 3
2022/07/14 13:55:03 mqttClient.clientStatus.clientState = 3
