2022/06/27 10:32:03 pMyThingName = Thing_cardWriterV2_1d556f0a-828c-4762-91fb-dc47119380ea
2022/06/27 10:32:32 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:33 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:35 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:36 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:37 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:38 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:40 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:41 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:42 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:43 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:44 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:46 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:47 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:48 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:49 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:50 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:52 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:53 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:54 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:55 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:57 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:58 mqttClient.clientStatus.clientState = 3
2022/06/27 10:32:59 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:00 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:01 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:03 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:04 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:05 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:06 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:07 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:09 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:10 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:11 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:12 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:14 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:15 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:16 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:17 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:18 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:20 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:21 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:22 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:23 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:24 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:26 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:27 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:28 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:29 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:31 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:32 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:33 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:34 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:35 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:37 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:38 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:39 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:40 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:41 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:43 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:44 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:45 mqttClient.clientStatus.clientState = 3
2022/06/27 10:33:46 mqttClient.clientStatus.clientState = 3
