2022/07/08 10:07:39 pMyThingName = Thing_cardWriterV2_1d556f0a-828c-4762-91fb-dc47119380ea
2022/07/08 10:08:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:08:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:11 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:18 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:23 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:09:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:11 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:15 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:21 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:10:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:11 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:15 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:18 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:21 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:23 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:11:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:15 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:18 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:21 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:23 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:12:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:11 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:15 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:21 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:23 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:13:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:11 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:17 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:18 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:23 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:28 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:34 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:40 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:45 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:51 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:57 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:14:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:02 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:07 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:08 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:09 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:10 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:12 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:13 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:14 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:15 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:16 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:18 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:19 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:20 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:21 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:22 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:24 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:25 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:26 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:27 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:29 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:30 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:31 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:32 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:33 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:35 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:36 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:37 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:38 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:39 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:41 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:42 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:43 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:44 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:46 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:47 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:48 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:49 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:50 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:52 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:53 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:54 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:55 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:56 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:58 mqttClient.clientStatus.clientState = 3
2022/07/08 10:15:59 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:00 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:01 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:03 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:04 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:05 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:06 mqttClient.clientStatus.clientState = 3
2022/07/08 10:16:07 mqttClient.clientStatus.clientState = 3
