2022/07/07 10:28:01 pMyThingName = Thing_cardWriterV2_1d556f0a-828c-4762-91fb-dc47119380ea
2022/07/07 10:28:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:28:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:28:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:31 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:36 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:43 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:48 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:53 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:29:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:36 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:40 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:46 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:53 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:30:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:31 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:36 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:40 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:43 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:46 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:48 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:53 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:31:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:31 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:40 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:43 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:46 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:48 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:32:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:31 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:36 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:40 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:46 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:48 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:53 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:33:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:31 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:36 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:42 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:43 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:48 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:53 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:34:59 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:05 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:10 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:16 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:22 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:27 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:30 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:32 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:33 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:34 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:35 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:37 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:38 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:39 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:40 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:41 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:43 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:44 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:45 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:46 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:47 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:49 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:50 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:51 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:52 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:54 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:55 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:56 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:57 mqttClient.clientStatus.clientState = 3
2022/07/07 10:35:58 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:00 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:01 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:02 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:03 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:04 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:06 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:07 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:08 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:09 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:11 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:12 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:13 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:14 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:15 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:17 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:18 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:19 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:20 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:21 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:23 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:24 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:25 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:26 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:28 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:29 mqttClient.clientStatus.clientState = 3
2022/07/07 10:36:30 mqttClient.clientStatus.clientState = 3
