2022/07/22 11:44:46 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 11:54:18 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:54:21 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:54:26 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:54:31 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:54:47 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:54:56 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:55:03 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:55:15 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:55:17 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:57:46 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 11:57:50 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:57:57 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 11:58:01 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:00:57 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 12:01:00 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:02 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:04 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:05 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:07 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:18 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 12:01:20 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:22 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:24 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:26 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:01:29 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 12:03:59 writeplatemenu write ok = 0, dish_id = 264
2022/07/22 12:04:01 read writeplatemenu ok err = 0, dishMsg.dishid = 264
2022/07/22 12:04:03 read writeplatemenu ok err = 0, dishMsg.dishid = 264
2022/07/22 12:04:05 read writeplatemenu ok err = 0, dishMsg.dishid = 264
2022/07/22 12:04:36 writeplatemenu write ok = 0, dish_id = 270
2022/07/22 12:04:37 read writeplatemenu ok err = 0, dishMsg.dishid = 270
2022/07/22 12:04:39 read writeplatemenu ok err = 0, dishMsg.dishid = 270
2022/07/22 13:16:55 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 13:16:59 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:02 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:04 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:07 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:13 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:15 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:17 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:18 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:34 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:38 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:42 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:45 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:47 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:50 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:52 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:53 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:54 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:56 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:17:58 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:11 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:25 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:26 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:28 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:33 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 13:18:50 writeplatemenu write ok = 0, dish_id = 260
2022/07/22 13:18:58 writeplatemenu write ok = 0, dish_id = 265
2022/07/22 14:55:10 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 14:55:37 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 14:55:39 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:55:41 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:55:43 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:55:45 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:55:57 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:00 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:03 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:06 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:09 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:09 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:11 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:13 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:16 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:18 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:20 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:22 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:24 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:27 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:28 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:29 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:31 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:34 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:39 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:40 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:43 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:45 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:47 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:56:56 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:30 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:31 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:32 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:38 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:38 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:49 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:51 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:55 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:56 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:57 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:59 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:57:59 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:15 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:16 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:18 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:20 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:25 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:27 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:28 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:29 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:30 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:31 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:32 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:34 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 14:58:34 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:20 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 15:03:23 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:25 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:27 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:33 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:35 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:38 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:39 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:42 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:44 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:47 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:49 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:52 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:54 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:57 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:03:59 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:02 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:04 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:06 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:08 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:11 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:13 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:15 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:17 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:19 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 15:04:21 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 260
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 258
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:00 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:01 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:01 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:01 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:01 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:26:08 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:11 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:13 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:16 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:18 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:19 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:21 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:24 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:26 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:28 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:30 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:33 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:35 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:37 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:40 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:42 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:44 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:47 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:26:49 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:27:07 writeplatemenu write ok = 0, dish_id = 267
2022/07/22 17:27:08 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:10 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:12 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:14 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:16 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:17 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:19 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:21 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:23 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:25 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:27 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:29 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:54 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:55 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:57 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:27:59 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:00 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:02 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:03 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:05 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:07 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:19 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:21 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:28:38 writeplatemenu write ok = 0, dish_id = 267
2022/07/22 17:28:40 read writeplatemenu ok err = 0, dishMsg.dishid = 267
2022/07/22 17:30:20 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:30:25 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:27 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:28 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:30 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:32 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:33 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:35 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:37 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:40 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:30:48 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:30:55 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:37:18 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:37:24 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:41:28 writeplatemenu write ok = 0, dish_id = 261
2022/07/22 17:41:31 read writeplatemenu ok err = 0, dishMsg.dishid = 261
2022/07/22 17:41:32 read writeplatemenu ok err = 0, dishMsg.dishid = 261
